Postnumber;Date;Allgemein;Vorspeisen;Hauptspeisen;Frühstück;Beilagen;Süßes;Getränke;Frühling;Sommer;Herbst;Winter;on  Tour;Nachspeisen;Pasta  und  Risotto;Suppen;aus  der  Backstube;Kleinigkeiten;kleine  Geschenke;Wie  macht  man  eigentlich...?;Fit  &  Healthy  Friday; "Stiftung  Chaosküchen-Test ";Blogs  that  rock;aus  dem  Eisfach;Selfmade  Sunday;Eat  like  a  Swabian;Books  that  rock
post-4463;26/11/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4431;24/11/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-4372;19/11/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-4354;17/11/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-4336;12/11/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-4310;10/11/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;true;false;false;false;false;false;false;false;false
post-4296;05/11/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-4281;03/11/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-4248;29/10/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-4241;27/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-4017;22/10/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3943;20/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3931;15/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3909;13/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false
post-3897;11/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3873;06/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-3853;04/10/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;true
post-3840;01/10/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3825;29/09/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3814;24/09/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-3803;22/09/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3781;19/09/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false
post-3769;17/09/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3756;15/09/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3732;12/09/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-3645;10/09/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3695;08/09/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3652;06/09/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true
post-3630;01/09/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3610;29/08/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-3601;27/08/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3588;25/08/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3570;22/08/2013;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true
post-3560;20/08/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3548;18/08/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3534;13/08/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-3525;11/08/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3447;26/07/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3358;21/07/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3333;14/07/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3300;13/07/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3285;12/07/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3260;09/07/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3245;08/07/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3194;30/06/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-2937;28/06/2013;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false
post-3158;26/06/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-3145;23/06/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-3124;16/06/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-3100;09/06/2013;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3080;05/06/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-3058;25/05/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3043;23/05/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-3013;20/05/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-2988;16/05/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-2918;09/05/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false
post-2587;07/05/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-2878;05/05/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-2791;03/05/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-2738;01/05/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-2739;28/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-2681;26/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-2690;24/04/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-2672;21/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-2663;18/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-2633;14/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-2637;11/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-2622;07/04/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false
post-2590;21/03/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-2575;19/03/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-2565;17/03/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;true;false;false;false;false;false;false;false;false
post-2543;14/03/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-2444;10/03/2013;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-2431;07/03/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-2421;03/03/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-2398;27/02/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-2402;24/02/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-2384;17/02/2013;true;false;true;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false
post-2369;15/02/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false
post-2210;13/02/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-2333;11/02/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false
post-2321;10/02/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-2197;03/02/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;true;false;false;false;false;false;false;false;false
post-2234;01/02/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-2195;31/01/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-2208;27/01/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-2094;13/01/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false
post-1403;10/01/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-1544;07/01/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1995;31/12/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1793;23/12/2012;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-1781;20/12/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1734;17/12/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1736;09/12/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-1724;07/12/2012;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-1714;02/12/2012;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false
post-1708;25/11/2012;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-1700;23/11/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-1676;18/11/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1659;11/11/2012;false;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-1647;08/11/2012;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-1634;04/11/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1396;28/10/2012;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1618;26/10/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1594;21/10/2012;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1541;18/10/2012;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-1552;14/10/2012;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false
post-1399;11/10/2012;true;false;false;false;false;true;false;true;true;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1405;07/10/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-1489;04/10/2012;true;false;true;false;false;false;false;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-1389;24/09/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-1375;16/09/2012;true;false;false;true;false;true;false;true;true;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1366;13/09/2012;true;false;false;false;false;false;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1356;07/09/2012;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1349;03/09/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-1343;27/08/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1302;23/08/2012;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1294;16/08/2012;true;false;true;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1288;12/08/2012;true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1271;10/08/2012;true;false;true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1266;06/08/2012;true;false;true;false;false;false;false;false;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-1258;30/07/2012;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1243;26/07/2012;true;false;true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-1236;23/07/2012;true;false;false;false;false;true;false;false;true;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1217;19/07/2012;true;false;true;false;true;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1206;15/07/2012;true;false;true;false;false;false;false;false;true;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1188;13/07/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-1178;08/07/2012;true;false;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1171;06/07/2012;true;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1145;01/07/2012;true;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-1142;28/06/2012;true;false;false;true;false;true;false;false;true;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false
post-1135;21/06/2012;true;false;false;false;false;true;false;true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1128;15/06/2012;true;false;true;false;false;false;false;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-1114;10/06/2012;true;false;false;true;false;true;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1106;07/06/2012;true;false;false;true;true;false;false;false;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1091;03/06/2012;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-1083;31/05/2012;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1064;27/05/2012;true;false;true;false;true;true;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;true;false;false;false
post-1024;24/05/2012;true;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1047;22/05/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-1015;20/05/2012;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-969;17/05/2012;true;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-1019;15/05/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-990;13/05/2012;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-965;10/05/2012;true;false;true;false;false;false;false;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-943;09/05/2012;false;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false
post-932;03/05/2012;true;false;true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-914;29/04/2012;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-907;26/04/2012;true;true;true;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-893;24/04/2012;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-870;19/04/2012;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-855;15/04/2012;true;false;false;false;false;true;false;true;false;true;true;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-835;12/04/2012;true;false;true;false;false;false;false;false;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-822;05/04/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-799;01/04/2012;true;false;false;false;false;true;false;false;true;true;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-786;29/03/2012;true;true;true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-758;25/03/2012;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-727;22/03/2012;true;true;true;false;false;true;false;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-722;20/03/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-696;18/03/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false
post-553;15/03/2012;true;false;true;false;false;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-649;13/03/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-645;11/03/2012;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-581;08/03/2012;true;false;true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-612;06/03/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-583;04/03/2012;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-558;01/03/2012;true;true;true;false;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-545;28/02/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-526;26/02/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-502;23/02/2012;true;true;true;false;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-419;21/02/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-491;19/02/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-423;16/02/2012;true;true;true;false;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-431;12/02/2012;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-357;09/02/2012;true;true;true;false;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-348;07/02/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-321;05/02/2012;true;false;false;false;false;true;false;true;true;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-275;02/02/2012;true;false;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-298;31/01/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-280;29/01/2012;true;false;false;true;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-189;26/01/2012;true;false;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-230;24/01/2012;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-194;21/01/2012;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-120;19/01/2012;true;false;false;false;false;false;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-127;18/01/2012;true;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-42;17/01/2012;true;true;true;false;false;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-32;16/01/2012;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
