Postnumber;Date;Allgemein;Vorspeisen;Hauptspeisen;Frühstück;Beilagen;Süßes;Getränke;Frühling;Sommer;Herbst;Winter;on  Tour;Nachspeisen;Pasta  und  Risotto;Suppen;aus  der  Backstube;Kleinigkeiten;kleine  Geschenke;Wie  macht  man  eigentlich...?;Fit  &  Healthy  Friday; "Stiftung  Chaosküchen-Test ";Blogs  that  rock;aus  dem  Eisfach;Selfmade  Sunday;Eat  like  a  Swabian;Books  that  rock
post-12040;08/03/2016;true;false;true;false;false;false;false;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-12052;05/03/2016;true;false;false;false;false;false;false;true;true;true;true;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false
post-12024;02/03/2016;true;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-12012;28/02/2016;true;false;false;true;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-12005;26/02/2016;true;false;false;false;true;false;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11993;23/02/2016;true;true;false;false;false;false;false;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11973;21/02/2016;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false
post-11914;18/02/2016;true;false;true;false;false;false;false;false;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-11954;11/02/2016;true;false;false;true;false;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11946;09/02/2016;true;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11935;07/02/2016;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11928;05/02/2016;true;false;true;false;true;false;false;false;false;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11845;02/02/2016;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11905;28/01/2016;true;false;true;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11836;21/01/2016;true;false;true;false;true;false;false;true;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-11817;14/01/2016;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11828;12/01/2016;true;false;false;false;true;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11815;11/01/2016;true;true;true;false;false;false;false;true;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-11806;29/12/2015;true;false;false;false;true;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11794;18/12/2015;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-11789;17/12/2015;true;false;true;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-11787;16/12/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11778;14/12/2015;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11774;11/12/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11764;08/12/2015;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11759;07/12/2015;true;false;true;false;true;false;false;false;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11749;01/12/2015;true;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11742;30/11/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11729;23/11/2015;true;false;true;false;true;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11716;17/11/2015;true;true;true;false;false;false;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false
post-11708;16/11/2015;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-11675;09/11/2015;true;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11623;03/11/2015;true;false;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11649;02/11/2015;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11642;30/10/2015;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11616;28/10/2015;true;false;false;false;false;true;false;false;false;true;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11607;22/10/2015;true;false;true;false;false;false;false;false;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11601;21/10/2015;true;true;true;false;false;false;false;false;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11590;13/10/2015;true;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11574;08/10/2015;true;false;false;false;true;false;false;false;false;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11557;02/10/2015;true;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false
post-11548;29/09/2015;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-11533;24/09/2015;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11521;17/09/2015;true;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11487;12/09/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11387;11/09/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false
post-11503;10/09/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false
post-11476;08/09/2015;true;false;false;false;false;true;false;false;true;true;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11471;07/09/2015;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11467;04/09/2015;true;true;true;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11424;25/08/2015;true;false;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11367;23/08/2015;true;false;true;false;false;true;false;true;true;true;true;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-11439;21/08/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false
post-11378;19/08/2015;true;true;true;false;true;false;false;false;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11390;18/08/2015;true;false;true;false;true;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11324;16/08/2015;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11357;14/08/2015;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false
post-11330;13/08/2015;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-11279;09/08/2015;true;false;false;true;false;true;false;true;true;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11305;07/08/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11290;02/08/2015;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;true;false;false;false
post-11276;31/07/2015;true;false;false;false;false;false;true;true;true;true;true;false;false;false;false;false;true;false;true;true;false;false;false;false;false;false
post-11270;30/07/2015;true;true;true;false;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-11264;28/07/2015;true;false;false;true;false;false;false;true;true;true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-11251;26/07/2015;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-11230;24/07/2015;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false
post-11238;23/07/2015;true;false;false;true;false;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11188;21/07/2015;true;false;true;false;false;false;false;false;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-11198;19/07/2015;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11129;17/07/2015;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false
post-11189;16/07/2015;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11171;12/07/2015;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-11149;10/07/2015;true;true;true;false;true;false;false;true;true;true;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false
post-11152;09/07/2015;true;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11140;07/07/2015;true;false;true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-11116;03/07/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false
post-11109;02/07/2015;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;true;false;false;false;false;false;true;false;false;false
post-11089;30/06/2015;true;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false
post-11082;26/06/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false
post-11056;23/06/2015;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11028;22/06/2015;true;false;true;false;false;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-11019;17/06/2015;true;false;true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-10997;07/06/2015;true;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10980;02/06/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10966;28/05/2015;true;false;true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10822;09/05/2015;true;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10915;29/04/2015;true;false;false;false;true;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10905;26/04/2015;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10843;23/04/2015;true;true;true;false;true;false;false;true;true;true;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10879;19/04/2015;true;false;true;false;false;false;false;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-10856;14/04/2015;true;true;false;false;true;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10847;13/04/2015;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-10794;10/04/2015;true;false;true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-10785;06/04/2015;false;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;true;false;false;false
post-10746;02/04/2015;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-10729;31/03/2015;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10733;29/03/2015;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;true
post-10722;24/03/2015;true;false;true;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-10689;22/03/2015;true;false;false;true;false;true;false;true;true;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-10675;18/03/2015;true;true;true;false;false;false;false;true;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-10623;16/03/2015;true;false;true;false;false;false;false;true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-10636;15/03/2015;true;false;false;false;false;true;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false
post-10611;12/03/2015;true;false;true;false;false;false;false;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-10383;09/03/2015;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-10568;08/03/2015;true;false;false;false;false;true;false;true;true;true;true;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-10548;06/03/2015;true;true;false;false;true;false;false;true;true;true;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-10438;04/03/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10276;26/02/2015;true;false;true;true;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10374;18/02/2015;true;true;false;false;false;false;false;false;true;true;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-10339;16/02/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10325;15/02/2015;false;false;false;false;false;false;false;true;true;true;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-10251;10/02/2015;true;false;true;false;true;false;false;false;false;true;true;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false
post-10244;08/02/2015;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-10220;05/02/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10097;27/01/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-10060;26/01/2015;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-9714;18/01/2015;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-8807;29/12/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-8466;22/12/2014;true;false;true;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-8440;17/12/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-8366;16/12/2014;true;true;true;false;false;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-8294;10/12/2014;true;false;true;false;false;false;false;false;false;true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-8219;07/12/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-8090;03/12/2014;true;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-8047;30/11/2014;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-7890;27/11/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false
post-7772;23/11/2014;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-7649;20/11/2014;true;false;false;false;false;true;false;false;false;false;true;false;true;false;false;true;false;false;false;false;true;false;false;false;false;false
post-7621;19/11/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-7427;10/11/2014;true;true;true;false;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-7317;04/11/2014;true;false;true;false;false;false;false;true;true;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-7272;02/11/2014;true;false;false;false;false;true;false;false;false;false;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-7031;30/10/2014;true;false;false;false;false;false;false;true;true;true;true;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false
post-6941;21/10/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-6911;19/10/2014;true;false;false;true;false;true;false;true;true;true;true;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-6853;16/10/2014;true;false;false;false;false;false;false;true;true;true;true;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-6787;14/10/2014;true;false;false;false;false;true;false;false;false;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-6733;11/10/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-6719;09/10/2014;true;false;false;false;true;false;false;false;false;true;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-6678;05/10/2014;true;false;false;true;false;true;false;true;true;true;true;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-6636;02/10/2014;true;false;true;false;false;false;false;true;true;true;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-6593;30/09/2014;true;false;true;false;false;false;false;false;false;true;true;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-6233;28/09/2014;true;false;false;false;false;true;false;true;true;true;true;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false
post-6226;25/09/2014;true;false;true;false;false;false;false;false;false;true;true;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-6066;23/09/2014;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-6033;21/09/2014;true;false;false;false;false;true;false;false;true;true;false;false;true;false;false;true;false;true;false;false;false;false;false;false;false;true
post-5970;18/09/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5106;16/09/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5829;13/09/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5791;10/09/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5691;28/08/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5653;17/08/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-5632;07/08/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5594;31/07/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5579;27/07/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false
post-5558;22/07/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-5531;17/07/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5534;15/07/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5519;10/07/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-5490;06/07/2014;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;true;false;false;false
post-5481;03/07/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-5460;27/06/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false
post-5449;24/06/2014;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;true;false;false;false;false
post-5434;22/06/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;true;false;false;false;false;false;false;false;false
post-5426;13/06/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;true;false;false;false;false;false;false;false;false;false
post-5395;08/06/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-5347;22/05/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5339;20/05/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5317;18/05/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5306;15/05/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false
post-5277;11/05/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;true;false;false;false
post-5264;08/05/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;false;false;false;false;true;false;false;false;false
post-5243;04/05/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;true;false;false;false;false
post-5215;27/04/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;true;false;false;false;true;false;false;false;false
post-5199;20/04/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-5170;13/04/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;true;false;false;false;false
post-5159;10/04/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4902;06/04/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5117;30/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-5089;20/03/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-5071;16/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-5053;09/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4864;08/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4951;07/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;false
post-4860;06/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-4921;05/03/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-4862;04/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false;false
post-4855;03/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4976;02/03/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;false;false;false;false;false;false;false;false;false
post-4927;21/02/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;true
post-4887;16/02/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false
post-4878;14/02/2014;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false
post-4866;12/02/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4846;09/02/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-4823;04/02/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4813;02/02/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-4786;31/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4784;29/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-4772;27/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false
post-4746;26/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;false;false;false;false;false;false;false;false;false;true
post-4733;23/01/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-4713;21/01/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false
post-4699;19/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-4640;15/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;true;true;true;false;false;false;false;false;false;false;false
post-4629;12/01/2014;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4606;07/01/2014;true;false;true;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;false;false;false;false;false;false;false
post-4588;22/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-4519;20/12/2013;true;false;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;false;false;true;false;false;false;false;false
post-4567;17/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;true;false;false;false;true;false;false;false;false;false;false;false;false;false
post-4557;15/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-4540;13/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-4508;11/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
post-4501;08/12/2013;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;false;false;false;false;false;false;false;false
post-4487;02/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false;false
post-4473;01/12/2013;true;false;false;false;false;false;false;false;false;false;false;false;false;false;false;true;true;true;false;false;false;false;false;false;false;false
